ORDER,First Name,Last Name,Mailing Street,Mailing City,Mailing State,Mailing Zip,Phone,Phone to Name,Phone Is Valid,Phone Line Type,Phone Is Prepaid,Phone Is Commercial,Address to Name,Address Is Valid,Address Type,Address Is Active,Address Is Commercial,Call Disposition
1606,Larry,Garcia,4679 Filbert Street,Chester,PA,19013,281-396-3629,Match,TRUE,Non-fixed VOIP,Unknown,FALSE,Match,TRUE,Single unit,TRUE,FALSE,1
1607,Devon,Fairbanks,4999 Isaacs Creek Road,Champaign,IL,61820,816-200-0703,Match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,6
1608,Stacy,Chaney,952 Boggess Street,Frisco,TX,75034,740-977-4179,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1609,Oscar,Easterday,587 Clement Street,Atlanta,GA,30303,402-985-0690,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1610,John,Hile,4632 Sardis Station,Golden Valley,MN,55422,334-833-8953,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1611,Kelly,Sterling,3862 Briarwood Road,Springfield,MO,65804,845-314-7724,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1612,Carmen,Spencer,35 Chapmans Lane,Guadalupe Peak,NM,79927,308-239-1206,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1613,James,Cox,4429 Trymore Road,Sherburn,MN,56171,859-517-9859,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1614,Sheri,Norman,875 Oliverio Drive,Ulysses,KS,67880,774-885-7768,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1615,Carlos,Smith,943 Elm Drive,New York,NY,10011,507-224-9580,No match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,5
1616,Donna,Mercado,3953 Harley Vincent Drive,Mesopotamia,OH,44439,315-252-9312,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1617,Ann,Johnson,3699 Berkshire Circle,White Pine,TN,37890,510-232-4034,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1618,Molly,Barnett,1799 Caldwell Road,Fairport,NY,14450,415-397-4502,No match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,3
1619,Shirley,Waller,809 Small Street,New York,NY,10022,906-667-0796,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
1620,Philip,Stinnett,4138 Pick Street,Loveland,CO,80537,410-897-2670,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1621,John,Puccio,2906 Green Gate Lane,Baltimore,MD,21202,315-415-5025,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
1622,Richard,McCann,2363 Old House Drive,Worthington,OH,43085,231-309-8729,No match,TRUE,Mobile,Unknown,FALSE,No match,TRUE,Single unit,TRUE,TRUE,3
1623,Sean,Williams,1394 Burwell Heights Road,Texas City,TX,77591,267-419-3382,No match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,3
1624,Amanda,Alvarez,2727 Airplane Avenue,Hartford,CT,6182,203-980-4125,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1625,Francis,Brewer,4878 Briarhill Lane,Sylvester,TX,79560,931-580-3774,Match,TRUE,Mobile,TRUE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,1
1626,Lindsay,Turner,2959 Wood Duck Drive,Alston,MI,49958,402-546-2256,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
1627,Reed,Healy,3711 Lincoln Street,Laurel Springs,NJ,8021,408-550-5887,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1628,Karla,Hanson,2158 Pike Street,San Diego,CA,92123,909-477-2011,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,5
1629,Lawrence,Ott,849 Black Oak Hollow Road,Sunnyvale,CA,94086,978-319-8796,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
1630,Joan,Matthews,1851 Pretty View Lane,Windsor,CA,95492,202-528-5599,Match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,5
1631,Sandra,Gordon,1721 Seltice Way,Howe,ID,83244,940-748-3865,Match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1632,John,Bennett,4359 Lonely Oak Drive,Mobile,AL,36608,212-571-1227,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
1633,Gordon,Walker,3544 Garfield Road,Bloomington,IL,61704,404-872-9608,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,3
1634,Tricia,Fox,618 Turkey Pen Lane,Montgomery,AL,36104,615-734-8224,No match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,5
1635,Deborah,Sexton,1354 Bottom Lane,Grand Island,NY,14072,503-354-7355,No match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,5
1636,Melissa,McMillan,2122 College View,Saint Louis,IL,63101,318-389-6536,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,6
1637,Betty,Schmidt,1716 Hiney Road,Las Vegas,NV,89119,919-773-5259,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1638,Maggie,Moore,4467 Shadowmar Drive,Metairie,LA,70001,734-287-1652,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,5
1639,Robbie,Moorer,223 Tenmile,Ivor,VA,23866,847-295-9888,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1640,Karen,Lopes,1168 Irish Lane,Janesville,WI,53545,407-316-9317,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,3
1641,Taylor,Carmody,1122 Layman Court,Winder,GA,30680,504-988-1973,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1642,Jennifer,Ellis,3783 Canis Heights Drive,Los Angeles,CA,90007,440-573-2401,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,5
1643,James,Melton,3580 Kelly Street,Charlotte,NC,28273,479-576-8218,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,6
1644,Zachary,Stewart,1289 Steve Hunt Road,Miami,FL,33176,270-857-8290,Match,TRUE,Mobile,Unknown,FALSE,Match,TRUE,PO box,TRUE,FALSE,1
1645,Jason,Ellinger,239 Confederate Drive,Central Square,NY,13036,615-858-0895,Match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,PO box,TRUE,FALSE,1
1646,Daniel,Reynolds,3494 State Street,Saint Louis,MO,63101,616-363-2906,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,5
1647,Irvin,Turner,1333 Sweetwood Drive,Aurora,CO,80010,660-385-8073,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,6
1648,Sandra,Hodge,2656 Garrett Street,Kalamazoo,MI,49007,904-543-5565,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1649,Terrell,Andrews,4578 Harvest Lane,Bakersfield,CA,93301,918-499-7105,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1650,Betty,Evans,212 Bloomfield Way,Portland,ME,4101,337-214-4480,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,3
1651,Carol,Crawford,900 Woodland Drive,Sergeant Bluff,IA,51054,360-294-3471,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Multi unit,TRUE,TRUE,5
1652,Susan,Boger,3770 Masonic Hill Road,Hot Springs,AR,71901,662-226-9769,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,5
1653,Deborah,Bishop,4220 Shobe Lane,Denver,CO,80202,317-292-4558,Match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1654,Lucille,Pace,2716 Little Acres Lane,Wadena,MN,56482,217-492-9072,No match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,6
1655,Randall,Smith,3136 Redbud Drive,Long Island City,NY,11101,303-295-9265,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,1
1656,Derick,Grace,3727 Hill Haven Drive,Hewitt,TX,76643,515-418-4718,No match,TRUE,Fixed VOIP,FALSE,TRUE,No name found,TRUE,Unknown address type,Unknown,Unknow,6
1657,Olivia,Stone,530 Woodland Avenue,Mandeville,LA,70448,248-610-3986,No name found,TRUE,Mobile,Unknown,FALSE,Not Valid Address,FALSE,Not Valid Address,Not Valid Address,Not Valid Address,5
1658,Alexandra,Jones,3145 Bruce Street,Saint Louis,MO,63104,209-540-4501,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
1659,Micheal,Ramos,746 Rivendell Drive,Lordstown,OH,44483,205-359-9735,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1660,Rachelle,Steinmetz,1415 Roosevelt Wilson Lane,Anaheim,CA,92805,316-517-9728,Match,TRUE,Non-fixed VOIP,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,3
1661,Travis,Ayala,1528 Leo Street,Lakewood,CO,80227,205-939-0123,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,3
1662,Anthony,Ventura,1953 Lang Avenue,Loa,UT,84747,620-478-3697,No name found,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,1
1663,Donald,Soria,551 Carriage Court,Twentynine Palms,CA,92277,702-208-2175,No name found,TRUE,Non-fixed VOIP,FALSE,TRUE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
1664,David,Racine,613 B Street,Cottage Grove,MN,55016,313-571-9031,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,1
1665,Catherine,Bell,2372 Angus Road,New York,NY,10036,765-246-8289,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,3
1666,Harry,Bryson,2205 Lake Floyd Circle,Washington,MD,20011,802-868-2451,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,FALSE,3
1667,Juliann,Hazelton,999 Stratford Drive,Wailuku,HI,96793,501-341-9071,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,FALSE,3
1668,David,Bennett,3874 Jehovah Drive,Staunton,VA,24401,781-702-9366,No match,TRUE,Non-fixed VOIP,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,3
1669,Samuel,Bonnett,1038 Rardin Drive,San Bruno,CA,94066,573-586-4533,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1670,Virgil,Boothe,4969 Aviation Way,Los Angeles,CA,90071,801-257-9080,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
1671,Charles,Walsh,3196 Public Works Drive,Chattanooga,TN,37421,516-413-3266,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
1672,Glenda,Smallwood,3280 Oak Ridge Drive,Columbia,MO,65202,229-436-0584,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,5
1673,Misty,Mangano,1203 Hickory Ridge Drive,Las Vegas,NV,89109,580-830-3651,Match,TRUE,Fixed VOIP,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,3
1674,Cynthia,Smartt,498 Oakridge Farm Lane,Waukesha,WI,53188,415-859-0422,Match,TRUE,Mobile,Unknown,FALSE,Match,TRUE,Single unit,TRUE,TRUE,1
1675,Edwin,Garcia,732 Par Drive,San Luis Obispo,CA,93401,312-388-3426,Match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1676,Gloria,Graves,3428 Emma Street,Moanalua,HI,96819,586-739-1167,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1677,Norman,Jackson,2185 Hartway Street,Bruie,SD,57325,972-733-4650,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1678,Harvey,Gardner,1653 Pine Street,Bridgeville,PA,15017,903-568-2716,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1679,Lou,Doll,3410 Rose Street,Arlington Heights,IL,60005,831-912-9178,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
1680,Emily,Wilkerson,1135 Leo Street,Denver,CO,80218,325-646-2455,Match,TRUE,Mobile,Unknown,FALSE,No match,TRUE,Single unit,TRUE,TRUE,1
1681,Ernest,Hammond,3401 Ferguson Street,Hopkinton,MA,1748,202-786-3148,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1682,Christopher,Pierre,184 Irving Road,Columbus,OH,43201,804-512-2655,No match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,1
1683,Christen,Harper,3428 Huntz Lane,Concord,MA,1742,352-543-4872,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,1
1684,Kevin,Rudolph,1768 Oakmound Road,Chicago,IL,60609,540-399-5177,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1685,Harvey,Coleman,4722 Red Hawk Road,Marietta,MN,56257,310-859-4910,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1686,Dina,Reichard,2668 Conifer Drive,Bothell,WA,98021,985-221-2084,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,1
1687,Christina,Perez,4345 Liberty Street,Plano,TX,75074,858-348-8524,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1688,James,Jamison,4295 Bobcat Drive,Detroit,MI,48226,714-925-8981,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1689,Jason,Curry,4054 Calico Drive,Spokane,WA,99201,901-200-7735,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1690,Fred,Briggs,118 Spinnaker Lane,Chicago,IL,60654,603-365-1452,No match,TRUE,Fixed VOIP,FALSE,TRUE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
1691,Micheal,Chambers,166 Nickel Road,Alhambra,CA,91801,502-319-9801,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
1692,Willie,Tincher,3734 Rocket Drive,Richfield,MN,55423,334-280-0630,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,PO box,TRUE,FALSE,3
1693,Heather,Murray,1571 Hidden Valley Road,Buffalo,NY,14216,337-533-2250,Match,TRUE,Fixed VOIP,FALSE,FALSE,No match,TRUE,PO box,TRUE,FALSE,1
1694,Vincent,Ruiz,4795 Conference Center Way,Washington,VA,20005,919-990-9429,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,PO box,TRUE,FALSE,1
1695,Margaret,Bogar,499 Raintree Boulevard,Annandale,MN,55302,770-584-9649,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,PO box,TRUE,FALSE,1
1696,Courtney,Logan,2082 Patterson Road,Bronx,NY,10461,206-729-4862,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1697,Audrey,Parsons,2401 Findley Avenue,Parshall,ND,58770,707-768-7543,Match,TRUE,Fixed VOIP,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,1
1698,Cristine,Hooten,4331 Ella Street,Menlo Park,CA,94025,734-979-9328,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,5
1699,Adrian,Stripling,4413 Rockwell Lane,Kinston,NC,28501,402-457-0776,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1700,Daniel,Kopec,3789 Bridge Avenue,Fenton,LA,70640,412-266-6282,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,6
1701,Bernice,Farley,2841 Carolyns Circle,Dallas,TX,75202,507-209-4880,No match,TRUE,Non-fixed VOIP,TRUE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,3
1702,Erwin,Luther,4479 Southern Street,Garden City,NY,11530,302-576-3774,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Unknown address type,Unknown,TRUE,5
1703,Scott,Jasper,3366 Peck Court,San Clemente,CA,92672,303-521-9439,No match,TRUE,Mobile,Unknown,FALSE,Match,TRUE,Single unit,TRUE,FALSE,6
1704,Blaine,Forrest,2914 Corbin Branch Road,Chattanooga,TN,37403,559-855-8558,No match,TRUE,Mobile,Unknown,FALSE,Match,TRUE,Single unit,TRUE,TRUE,6
1705,Lillian,Walker,2456 Asylum Avenue,Birmingham,AL,35209,412-712-8165,No match,TRUE,Mobile,Unknown,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
1706,Peter,Joubert,1681 Sardis Station,Golden Valley,MN,55422,409-682-0567,No match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,5
1707,Terry,Hiner,4071 Brooklyn Street,Edinburg,VA,22824,507-377-4378,No name found,TRUE,Mobile,Unknown,FALSE,No name found,TRUE,Unknown address type,Unknown,Unknow,5
1708,Mark,Leclair,1159 Primrose Lane,Madison,WI,53703,910-493-6537,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,TRUE,5
1709,Ashley,Murray,4767 Cottonwood Lane,Grand Rapids,MI,49503,978-967-4120,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1710,Debbie,Ward,1235 Green Street,Nashville,TN,37201,425-224-1703,Match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,3
1711,Melissa,Russell,3886 Platinum Drive,Greensburg,PA,15601,318-471-7486,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1712,Elena,Pena,4100 Elmwood Avenue,Chandler,AZ,85225,262-737-2683,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1713,Wanda,Haynes,1226 Bobcat Drive,Washington,MD,20005,616-875-0897,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,4
1714,Dottie,Bailey,4042 Rebecca Street,Deerfield,IL,60015,952-220-1856,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,6
1715,Richard,Sanchez,3886 New Street,Bend,OR,97701,440-356-2084,No match,TRUE,Landline,Unknown,FALSE,Match,TRUE,Single unit,FALSE,TRUE,5
1716,Martha,Powell,4001 Patterson Street,Houston,TX,77026,708-925-7095,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1717,Emilie,Deal,528 Corpening Drive,Westland,MI,48185,201-536-0677,No match,TRUE,Mobile,Unknown,TRUE,Match,TRUE,Single unit,TRUE,FALSE,1
1718,Kevin,Croft,598 Despard Street,Atlanta,GA,30303,562-667-5241,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1719,Melba,Larkin,1303 Jadewood Drive,Chesterton,IN,46304,423-539-5665,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,6
1720,Rhonda,Summers,3271 Linda Street,Fort Washington,PA,19034,337-606-4491,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
1721,Charles,Schmitt,4826 Ashmor Drive,Bemidji,MN,56601,313-225-5827,No match,TRUE,Landline,FALSE,TRUE,Match,TRUE,PO box,TRUE,FALSE,3
1722,Maria,Sain,816 Pineview Drive,Rochester,MN,55904,931-827-0043,Match,TRUE,Fixed VOIP,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,3
1723,Omer,Christie,4620 Broad Street,Birmingham,AL,35291,719-386-7741,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,1
1724,Todd,Rapier,3342 Brookside Drive,Birmingham,AL,35209,916-489-1203,No name found,TRUE,Mobile,Unknown,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,1
1725,Mildred,Hui,2679 Norma Lane,Haynesville,LA,71038,206-628-3533,Match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,1
1726,Eva,Salyers,819 Illinois Avenue,Gresham,OR,97030,415-835-8503,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,1
1727,Dana,Lamb,2596 Jennifer Lane,Louisburg,NC,27549,319-377-5623,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,4
1728,Juan,Ventimiglia,2924 Goldie Lane,Cincinnati,OH,45202,937-476-0833,No match,TRUE,Mobile,Unknown,FALSE,Match,TRUE,Multi unit,TRUE,FALSE,6
1729,Maria,Dunn,447 Flinderation Road,Arlington Heights,IL,60005,240-281-0814,No match,TRUE,Non-fixed VOIP,Unknown,TRUE,No match,TRUE,Single unit,TRUE,TRUE,5
1730,Teresa,Cordova,522 Brookview Drive,Beaumont,TX,77701,501-283-4592,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Single unit,TRUE,FALSE,5
1731,Patricia,Fritsche,2543 Stoney Lonesome Road,Scranton,PA,18503,406-846-2339,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1732,Nancy,Carroll,2076 Angus Road,New York,NY,10007,646-645-8462,No match,TRUE,Fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,3
1733,Robert,Morales,801 Providence Lane,La Puente,CA,91744,307-299-9767,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1734,Thomas,Little,2310 Sunny Day Drive,Santa Ana,CA,92704,810-750-4691,Match,TRUE,Fixed VOIP,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,1
1735,Travis,Mitchell,1808 Florence Street,Denison,TX,75020,313-742-2897,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,1
1736,Sharonda,Grate,1552 Ford Street,Oakland,CA,94612,404-655-0481,No match,TRUE,Non-fixed VOIP,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,6
1737,Sally,Lachance,2009 Abner Road,Green Bay,WI,54303,786-279-4854,Match,TRUE,Non-fixed VOIP,FALSE,TRUE,Match,TRUE,Single unit,TRUE,TRUE,6
1738,Teresa,Watkins,3555 Andy Street,Warwick,SD,57719,954-551-3341,Match,TRUE,Landline,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,1
1739,Joseph,Smart,2510 Indiana Avenue,Mililani,HI,96789,860-630-9001,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1740,Shaun,Munson,1273 Grove Avenue,Clinton,OK,73601,920-388-5572,No name found,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,5
1741,Robert,Warren,3484 Redbud Drive,Garden City,NY,11530,413-755-0598,Match,TRUE,Mobile,Unknown,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,1
1742,Joseph,Dorsett,1144 Nuzum Court,Cheektowaga,NY,14227,423-273-4416,Match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,6
1743,Donald,Williams,1228 Grand Avenue,Winter Park,FL,32733,228-205-2334,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,3
1744,Yvette,Drew,2514 Radio Park Drive,Augusta,GA,30904,620-966-5853,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1745,Connie,Escobar,3635 Cedar Lane,Cambridge,MA,2141,516-559-9543,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Multi unit,TRUE,TRUE,6
1746,Jared,Cox,376 Havanna Street,High Point,NC,27260,541-785-9207,Match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,5
1747,Lisa,Gibson,3099 Pearlman Avenue,Lawrence,MA,1840,573-437-2198,Match,TRUE,Non-fixed VOIP,Unknown,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,6
1748,Erica,Morales,2254 Franklin Street,Dothan,AL,36303,510-342-6133,No match,TRUE,Fixed VOIP,FALSE,TRUE,Match,TRUE,Multi unit,TRUE,TRUE,5
1749,Joshua,Gardner,3375 Stanley Avenue,Levittown,NY,11756,703-490-9393,Match,TRUE,Landline,FALSE,FALSE,Match,TRUE,Multi unit,TRUE,TRUE,5
1750,James,Rankin,1210 Catherine Drive,Metigoshe,ND,58318,217-485-5926,No match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Multi unit,TRUE,TRUE,5
1751,Ellen,Sparks,2416 Hillside Street,Tempe,AZ,85281,773-528-0972,No name found,TRUE,Landline,FALSE,TRUE,Match,TRUE,Single unit,TRUE,FALSE,5
1752,William,Dragoo,607 C Street,Worcester,MA,1608,508-968-7039,No match,TRUE,Landline,FALSE,TRUE,Not in Database,TRUE,Not in Database,Not in Database,Not in Database,1
1753,Jerry,Parkey,4188 Coburn Hollow Road,Peoria,IL,61602,973-394-1269,Match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,3
1754,Jesus,Rieke,3424 Scott Street,Newburgh,NY,12550,405-773-9632,No match,TRUE,Landline,FALSE,FALSE,No match,TRUE,Single unit,TRUE,TRUE,3
1755,Matilda,Hicks,943 C Street,Northboro,MA,1532,503-983-6596,No match,TRUE,Landline,FALSE,TRUE,No match,TRUE,Single unit,TRUE,TRUE,3
